review_id,review_status,review_date,report_create_date,tick_id,user_id,survey_id,survey_name,user_notes,public_admin_notes,private_admin_notes,image_url,reviewer_user_id,review_is_tick,review_tick_sex,review_tick_species,review_tick_species_other,review_tick_has_fed,review_tick_age,tickidnet_prediction_class,tickidnet_prediction_probability,tickidnet_class_probabilities,tickidnet_version
07ccb4ac-e192-bd4c-19b4-9026823f039b,reviewed,2023-06-22 09:04:45.325000,2023-05-29 15:09:22.609100,230529-150922-1251,bc8f2681-1f26-6813-7417-5bc6a996dd19,91eb60ab-d98f-432d-9513-e317ab0549ee,Daily Log v3 - English,NA,Need a clearer image of mouthparts and scutum (shield on back).,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/223c9a4d04f5f9b92d8c2dcd3092d6356b40002da905847644cf0f8c4b97454f.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,unknown,NA,unknown,unknown,Ixodes scapularis,0.5848082304000854,"{""Ixodes scapularis"": 0.5848082304000854, ""Amblyomma americanum"": 0.007651539519429207, ""Dermacentor variabilis"": 0.4075402319431305}",1.0.0
518feb22-e248-b6b4-3470-5511192ac44c,reviewed,2023-06-22 09:05:13.090000,2023-05-29 15:18:25.637900,230529-151825-5169,c2b56f0b-80fa-f038-ee90-656745d444bb,683b7ea0-913b-4653-a345-be7fcd530f48,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/a3b1ef92a6918674fb496c130dedbc2d2339552960025b47a2866044e536a2df.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.9495691657066344,"{""Ixodes scapularis"": 0.04877720773220062, ""Amblyomma americanum"": 0.0016535591566935182, ""Dermacentor variabilis"": 0.9495691657066344}",1.0.0
ea3ac6a3-aeb6-7b4c-96b4-43f8c2a8e3a1,reviewed,2023-06-22 09:05:40.339000,2023-05-29 15:20:50.947700,230529-152050-9020,c2b56f0b-80fa-f038-ee90-656745d444bb,e31837f8-e0a8-46ff-822f-5593fa9f0740,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/2034d4305fd4fbd4b24681aaeac687384882ed454f8cf372570c37a1dde8e497.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,dermacentor variabilis,NA,unknown,no,Ixodes scapularis,0.4855703115463257,"{""Ixodes scapularis"": 0.4855703115463257, ""Amblyomma americanum"": 0.08823685348033905, ""Dermacentor variabilis"": 0.4261927902698517}",1.0.0
8250e902-b60c-c966-b548-872b3aeeef29,reviewed,2023-06-22 09:06:17.215000,2023-05-29 15:26:54.055800,230529-152654-7572,be747175-bcd0-79bd-b871-fca8140c4555,067ddce7-06c9-41f1-b384-1dccde29c802,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/12c799805eba6f4fa1737824d6c5ad9d8366e0658e0497582e21427ba2d2cec4.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,yes,Dermacentor variabilis,0.48342862725257874,"{""Ixodes scapularis"": 0.4673731029033661, ""Amblyomma americanum"": 0.049198273569345474, ""Dermacentor variabilis"": 0.48342862725257874}",1.0.0
1e7f20a9-e635-bbb7-2942-44caa78b22f7,reviewed,2023-06-22 09:07:27.706000,2023-05-29 16:57:56.252900,230529-165756-1512,b5301f52-5a33-890f-b85a-547e1cc7b0f1,7c8c0c75-92bb-4f76-b2c8-974ba8ae8e63,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/653f9bc1d8176e6734f99bdb07a0b7232303548044ffda1fcd7bdec48acdad14.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,amblyomma americanum,NA,unknown,no,Ixodes scapularis,0.7270364165306091,"{""Ixodes scapularis"": 0.7270364165306091, ""Amblyomma americanum"": 0.1640542447566986, ""Dermacentor variabilis"": 0.10890930891036989}",1.0.0
726d021b-0161-0160-833d-67d45ea6310d,reviewed,2023-06-22 09:08:10.596000,2023-05-29 17:03:59.119000,230529-170359-7903,7077f003-79e9-8626-6768-0bf334abb946,7b401b88-840f-4961-8299-60eede4b0359,Report a Tick v4 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/56367f4dec423158c8ff1f165bf3405e484d2662668a1edf1f1e3653ea366995.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,female,dermacentor variabilis,NA,unknown,no,Dermacentor variabilis,0.6975464224815369,"{""Ixodes scapularis"": 0.21277791261672976, ""Amblyomma americanum"": 0.08967573195695877, ""Dermacentor variabilis"": 0.6975464224815369}",1.0.0
56225cc7-cebe-1fb3-5cfc-3bb3187a76e8,reviewed,2023-06-22 09:09:15.742000,2023-05-29 17:24:53.785700,230529-172453-8642,e547bf38-5b4f-d819-aaf7-9721049487bc,d10457fa-e7d4-416f-90f9-178f0791a1bb,Report a Tick v4 - English,NA,Need a clearer image of mouthparts and scutum (shield on back).,Likely nymphal blacklegged tick,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/20f5a70aa7c71500bf33289fd42fb0219ad998adfb405d9eaf0fb96780aaa6e0.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,unknown,NA,unknown,unknown,Amblyomma americanum,0.9796165227890016,"{""Ixodes scapularis"": 0.0006694658077321947, ""Amblyomma americanum"": 0.9796165227890016, ""Dermacentor variabilis"": 0.019714035093784332}",1.0.0
9065e5d7-7cb1-6f2c-50c5-ad3e88e2f6fc,reviewed,2023-06-22 09:09:46.554000,2023-05-29 17:42:36.857800,230529-174236-2164,7da2b98d-1703-37e7-9c76-1531ae3bef16,c5f3013f-e64b-4852-9216-b145d46f51ce,Daily Log v3 - English,NA,NA,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/8ff53608deeabc86dc958a4b669751d6bd345e1dc2224faa9f6891a4a3fdc4f3.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,male,dermacentor variabilis,NA,unknown,unknown,Ixodes scapularis,0.7126564383506775,"{""Ixodes scapularis"": 0.7126564383506775, ""Amblyomma americanum"": 0.013540302403271198, ""Dermacentor variabilis"": 0.273803174495697}",1.0.0
387cc821-aa5d-ff3d-af76-f5cd0c58d6dc,reviewed,2023-06-22 09:10:29.236000,2023-05-29 17:48:32.199400,230529-174832-1746,782eb534-1066-f9a0-b146-652b5eb730cc,96681141-5637-4187-a002-b4aed35c19d3,Report a Tick v4 - English,NA,This looks like a dead nymphal blacklegged tick but it's hard to tell because of how distorted it is.,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/ee7896b00c6560f59c2728c2526b8d2cbbe470e0f60c64f155694fa6ab181637.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,unknown,NA,unknown,unknown,Ixodes scapularis,0.9530327916145324,"{""Ixodes scapularis"": 0.9530327916145324, ""Amblyomma americanum"": 0.01415402814745903, ""Dermacentor variabilis"": 0.032813236117362976}",1.0.0
b720cc4a-ed28-c51c-f676-34afcce77539,reviewed,2023-06-22 09:11:07.412000,2023-05-29 17:49:19.477700,230529-174919-1590,782eb534-1066-f9a0-b146-652b5eb730cc,4ab7c1ea-2bad-4a58-bf9e-5dbd4239a35e,Report a Tick v4 - English,NA,This looks like a dead nymphal tick but it's hard to tell because of how distorted it is.,NA,https://tick.chess.wisc.edu/content/uploads/surveys/user-surveys/f606381053b1e03d528874b3e3f0962a0af58ac2c724e6ac10509b7ab996a168.jpg,d5e9768e-a69e-c8bd-1692-91be47213c80,yes,unknown,unknown,NA,unknown,unknown,Ixodes scapularis,0.5848910808563232,"{""Ixodes scapularis"": 0.5848910808563232, ""Amblyomma americanum"": 0.02382507734000683, ""Dermacentor variabilis"": 0.3912838101387024}",1.0.0
